date,business,amount
2016-07-11,Mindbox,2452.75
2019-03-22,Starbucks,-125.62
2019-12-31,Stellar,-3769.71
2019-05-08,Steam,-3521.18
2016-11-03,World of Warcraft,4864.67
2018-07-30,Burger King,5150.74
2018-03-08,Dr. Head,8501.12
2016-03-12,OZON,-85.29
2016-06-19,Local Kitchen,2785
2017-04-26,Wildberries,1242.11
2016-01-26,Wildberries,-5526.26
2018-11-15,McDonald's,439.75
2019-09-03,Amazon,-3216.18
2018-11-06,5ka,-4332.81
2017-01-01,Amazon,9680.55
2017-01-14,Local Kitchen,6179.19
2017-11-25,5ka,5384.38
2016-09-07,Mindbox,7027.23
2017-06-17,Friday's,-3319.36
2018-06-21,Friday's,-3851.14
2018-11-27,Steam,989.13
2017-09-20,5ka,-9774.6
2017-03-15,QIWI,-3542.88
2017-12-18,Yandex.Money,561.3
2019-04-20,Mindbox,-6799.37
2017-06-15,Yandex.Money,-3457.37
2018-11-25,Yves Rocher,7620.08
2018-12-23,Mindbox,-4797.74
2017-01-23,Amazon,-8941.33
2016-09-08,VK,-7232.75
2017-12-09,Yandex.Money,521.68
2019-07-04,World of Warcraft,-8212.91
2016-08-26,Stellar,-8805.04
2017-05-17,Dodo Pizza,6233.74
2016-10-09,5ka,9095.2
2016-02-11,World of Warcraft,-9280.62
2018-05-04,Perekrestok,-5087.86
2016-05-23,Friday's,6608.88
2018-11-01,World of Warcraft,8850.73
2017-09-24,Dr. Head,3862.87
2018-11-21,Dodo Pizza,-5882.64
2016-08-04,Papa John's,-4245.15
2019-04-07,Wildberries,7349.45
2018-09-27,HSE,7425.37
2017-03-26,Steam,3942.26
2017-10-27,Papa John's,-9251.03
2019-01-05,KFC,7637.04
2018-05-28,5ka,-4944.34
2016-10-05,Dodo Pizza,9891.93
2016-12-21,QIWI,9423.68
2018-03-17,Local Kitchen,8288.77
2017-01-24,Steam,-1884.49
2018-03-31,McDonald's,-5800.87
2019-05-07,Steam,9251.57
2019-10-27,Stellar,2323.28
2017-08-09,Steam,-6171.57
2017-03-27,Yves Rocher,3595.1
2017-04-25,Google Play,9085.29
2019-05-31,OZON,-7766.12
2018-12-27,Dr. Head,5995.42
2019-01-02,Steam,-1341.12
2017-03-21,HSE,5714.21
2016-11-29,Amazon,-7425.84
2018-12-17,Papa John's,-54.27
2018-08-10,Yandex.Money,-3571.34
2019-09-20,Dr. Head,9747.16
2016-04-10,McDonald's,3534.3
2019-12-24,Steam,-6670.41
2018-12-17,Local Kitchen,2588.46
2019-11-02,Papa John's,-1066.35
2016-06-02,Steam,-2377.07
2019-11-02,VK,-3197.5
2017-04-14,VK,3112.14
2019-09-27,Yandex.Money,3892.61
2019-01-30,Dodo Pizza,-9817.64
2016-04-07,World of Warcraft,-4314.43
2017-05-14,Mindbox,-733.45
2018-12-10,Local Kitchen,-6142.59
2016-04-08,5ka,-317.98
2016-02-12,Google Play,4048.98
2018-09-10,KFC,1064.23
2019-10-09,Starbucks,1389.54
2018-02-10,HSE,7848.46
2016-03-05,Papa John's,7206.08
2017-04-18,Google Play,5414.67
2017-10-18,Perekrestok,-6530.6
2017-04-12,QIWI,5423.53
2016-02-07,Steam,2643.98
2019-04-20,Amazon,-3372.34
2016-02-11,McDonald's,-8831.36
2016-01-02,Yves Rocher,3957.42
2017-06-30,Yandex.Money,6447.11
2019-01-22,QIWI,3601.23
2018-07-09,Dodo Pizza,-7240.17
2016-01-02,Burger King,-1033.46
2018-10-29,McDonald's,4790.45
2017-10-21,Yves Rocher,-301.8
2018-02-08,Burger King,-7655.48
2017-04-03,Google Play,-1142.77
2016-12-08,Dr. Head,-1514.77
2016-08-10,Burger King,-4451.28
2017-06-20,Local Kitchen,6458.63
2017-09-17,Stellar,-2355.9
2017-01-30,Stellar,7869.55
2018-05-12,Yves Rocher,-9010.82
2019-04-01,Burger King,-6347.56
2017-01-04,Friday's,-3723.34
2018-07-18,Local Kitchen,-6777.18
2016-07-18,OZON,2331.69
2018-11-13,World of Warcraft,7962.47
2018-02-17,Burger King,1595.3
2016-01-21,Coinbase,-6984.93
2019-08-31,Stellar,190.97
2018-02-19,Steam,-1750.14
2019-07-19,World of Warcraft,6756.7
2019-12-24,Papa John's,2167.65
2016-08-24,Papa John's,-7183.99
2017-04-25,McDonald's,-9974.43
2018-06-21,Friday's,5046.76
2019-11-09,5ka,7686.2
2017-12-12,Dodo Pizza,-2449.77
2019-07-23,Google Play,762.76
2018-10-05,McDonald's,-4196.15
2016-09-26,Burger King,-4125.19
2016-01-08,World of Warcraft,-7115.59
2016-04-02,Coinbase,-1597.56
2017-11-09,Friday's,1191.99
2018-01-31,Amazon,-6291.24
2016-11-08,5ka,-6241.68
2016-05-11,Friday's,-2331.1
2016-10-28,KFC,-2700.13
2016-10-12,Wildberries,-9719.18
2019-04-04,Perekrestok,-2861.26
2017-08-18,5ka,8997.58
2016-08-23,Dr. Head,-8897.34
2019-09-29,Papa John's,-9391.02
2018-02-12,Friday's,8292.1
2018-05-08,Coinbase,-5991.96
2019-02-15,Amazon,-8015.71
2017-02-25,Friday's,-7292.53
2019-08-10,Coinbase,6958.74
2018-08-07,QIWI,7616.93
2019-06-19,Yves Rocher,7979.93
2018-02-18,HSE,-9137.27
2018-06-05,Wildberries,-924.11
2016-02-12,VK,-9742.96
2017-11-16,Steam,2146.99
2018-07-11,Dr. Head,-1566
2018-03-30,Coinbase,191.16
2019-08-28,VK,-2265.61
2019-05-24,HSE,7397.01
2018-09-10,Starbucks,5924.42
2018-05-19,Coinbase,2265.06
2017-06-25,VK,-8870.18
2017-09-09,Dodo Pizza,-8356.01
2017-07-22,Stellar,-9825.88
2019-03-06,OZON,-5689.65
2018-03-08,Amazon,9665.04
2016-01-23,Yves Rocher,3335.37
2017-05-20,Burger King,8520.78
2017-05-02,Yves Rocher,8272.2
2017-04-15,5ka,2019.24
2018-09-10,Yves Rocher,60.79
2017-01-04,Dodo Pizza,3826.2
2016-04-07,Amazon,-4000.55
2018-12-25,Papa John's,564.41
2019-07-19,Google Play,3369.04
2019-08-04,Burger King,1825.07
2018-08-02,Perekrestok,2180.35
2016-12-17,Yandex.Money,-7827.25
2019-08-31,KFC,9832.17
2016-07-28,HSE,-4364.26
2016-12-30,Coinbase,-2458.32
2016-01-13,Starbucks,-1132.25
2016-10-21,Yves Rocher,4726.29
2019-05-16,Stellar,-6204.08
2017-04-16,Dr. Head,3609.27
2018-09-25,Coinbase,3169.36
2018-01-08,Coinbase,2576.59
2019-09-06,5ka,-7801.49
2016-11-29,Dr. Head,9662.84
2017-05-03,Stellar,-3448.86
2018-12-19,Wildberries,-1960.39
2018-06-16,Google Play,-5652.95
2019-09-11,HSE,895.84
2018-03-23,Mindbox,-9180.41
2018-02-02,Papa John's,-8047.52
2017-12-01,McDonald's,1991.09
2018-02-20,Dr. Head,-8221.78
2019-09-28,Starbucks,8539.11
2017-03-05,Papa John's,-8919.3
2019-07-21,Local Kitchen,-6674.95
2019-06-07,Papa John's,2480.23
2017-07-16,Perekrestok,-151.13
2019-10-10,Yves Rocher,1920.67
2019-10-11,Yves Rocher,8148.1
2018-08-11,5ka,-3912.72
2016-01-07,Google Play,4951.16
2017-10-27,Papa John's,-6949.1
2016-09-15,KFC,-3833.26
2016-09-04,Wildberries,5380.95
2017-11-07,Mindbox,-4454.97
2018-08-05,McDonald's,-2672.3
2018-09-09,VK,9369.34
2016-06-24,Steam,-8855.61
2018-07-02,Coinbase,-5671.08
2018-10-13,Stellar,-6467.52
2018-01-13,Mindbox,-9185.04
2016-11-25,World of Warcraft,965.85
2016-07-22,HSE,-6391.22
2018-02-28,Stellar,1824.46
2016-03-10,Yandex.Money,7363.96
2016-12-18,Local Kitchen,-5832.89
2017-11-08,Google Play,-5311.22
2019-03-20,Papa John's,-2595.63
2018-12-01,VK,89.98
2017-07-18,Starbucks,494.85
2018-12-19,HSE,4644.66
2018-07-12,Perekrestok,1671.78
2016-05-14,McDonald's,5088.77
2019-07-24,VK,5270.15
2018-01-23,Papa John's,-6283.35
2017-10-11,QIWI,7553.89
2019-07-22,Mindbox,1572.12
2019-02-27,Starbucks,-7846.68
2019-02-25,OZON,5857.99
2018-12-25,Yandex.Money,-184.08
2017-09-10,Yves Rocher,255.56
2019-12-05,HSE,-455.05
2019-02-08,Coinbase,2700.95
2017-09-05,Friday's,-4796.36
2016-03-30,Coinbase,6679.43
2016-11-23,5ka,4389.05
2016-05-06,Yves Rocher,-1197.04
2019-07-22,Google Play,-7242.45
2016-09-17,World of Warcraft,-1549.05
2017-09-10,McDonald's,5432.75
2019-09-02,World of Warcraft,2177.31
2016-02-07,Amazon,-5562.44
2017-12-25,World of Warcraft,4537.03
2018-08-20,5ka,-8719.06
2019-04-29,Friday's,-7311.56
2017-04-29,OZON,-3104.67
2018-03-08,Stellar,-3622.56
2016-06-18,Friday's,-7294.39
2017-03-14,Mindbox,-6426.76
2019-11-21,KFC,4378.15
2019-12-17,HSE,-8709.32
2016-11-08,Papa John's,7707.04
2017-05-17,Dr. Head,-1719.38
2016-03-19,KFC,2109.23
2018-01-18,Yves Rocher,-9647.3
2017-11-08,Amazon,4192.3
2017-05-28,Mindbox,7907.68
2016-07-20,KFC,9501.9
2017-12-31,KFC,9030.03
2019-08-14,HSE,-126.81
2017-08-05,Dr. Head,4068.1
2019-08-16,Burger King,-2195.57
2018-03-21,QIWI,-2596.87
2018-06-22,Yandex.Money,5924.43
2016-08-02,OZON,9246.63
2017-12-14,Steam,500.23
2016-07-02,World of Warcraft,6657.54
2019-03-14,Mindbox,-7096.82
2019-07-03,Wildberries,6568.83
2019-01-12,5ka,31.17
2019-02-25,McDonald's,8146.46
2018-11-04,Burger King,-7855.97
2018-03-08,OZON,1907.89
2016-06-26,OZON,663.11
2018-01-13,McDonald's,-475.79
2017-02-26,Wildberries,-5725.4
2019-07-05,Mindbox,2763.54
2019-11-23,Local Kitchen,266.89
2017-06-05,World of Warcraft,-4332.48
2018-09-21,VK,-5167.46
2016-01-21,Amazon,4566.5
2016-02-07,Local Kitchen,-4792.23
2016-08-21,Google Play,1371.49
2016-01-25,HSE,7894.25
2019-08-08,OZON,-7411.29
2017-12-24,VK,-1575.31
2016-11-08,QIWI,1517.53
2017-03-12,World of Warcraft,2819.54
2018-09-07,5ka,518.32
2017-06-30,Friday's,6797.68
2017-05-19,World of Warcraft,-8710.46
2016-07-01,Dr. Head,-9302
2017-11-27,Google Play,8847.59
2017-11-28,KFC,-8341
2016-05-09,Stellar,8858.39
2016-01-18,Papa John's,-9949.93
2018-01-06,Wildberries,-9508.83
2016-11-11,OZON,8493.35
2018-08-01,Stellar,-7492.7
2017-07-02,Friday's,3992.89
2017-11-09,Yves Rocher,-24.77
2018-07-06,World of Warcraft,-9637.48
2017-03-19,Stellar,-8405.37
2018-03-02,QIWI,-5421.59
2018-03-27,Perekrestok,3982.77
2019-07-20,QIWI,-9973.17
2018-04-24,Yves Rocher,-7702.48
2016-01-30,HSE,5260.64
2018-02-16,Google Play,2282.56
2019-04-11,McDonald's,-6174.23
2019-05-26,Amazon,-6142.87
2016-02-10,Wildberries,4932.34
2019-12-11,Google Play,-5584.89
2017-08-15,Perekrestok,-4810.51
2019-12-11,Dr. Head,6136.54
2017-10-13,Burger King,-1109.18
2016-11-02,Steam,-9430.99
2018-05-12,Mindbox,1092.9
2016-12-29,5ka,3176.46
2016-11-18,Dr. Head,-1708.96
2017-05-19,Yandex.Money,-2778.53
2016-05-01,Starbucks,3192.38
2018-06-04,McDonald's,-864.78
2016-07-24,KFC,-7543.89
2019-06-21,Starbucks,-8214.49
2017-01-18,Starbucks,-3027.26
2018-10-19,Papa John's,-3505.54
2019-07-08,Papa John's,7276.64
2018-10-28,Google Play,8607.35
2017-07-01,Google Play,1967.29
2017-07-05,Starbucks,-676.21
2018-10-11,World of Warcraft,2086.91
2019-05-02,Coinbase,-391.23
2016-04-09,Friday's,1973.7
2016-09-22,HSE,1604.98
2018-10-20,Google Play,2617.98
2019-05-31,QIWI,8243.42
2019-12-09,Dodo Pizza,8204.98
2016-07-30,VK,-1422.87
2019-08-19,Stellar,7474.46
2019-02-27,Perekrestok,-8521.15
2016-02-19,Stellar,4686.04
2019-09-03,Dodo Pizza,-3606.76
2019-04-14,Burger King,42.7
2016-05-04,Dodo Pizza,-5239.24
2016-11-09,Dodo Pizza,3404.06
2017-11-25,Dr. Head,-9643.52
2016-07-24,World of Warcraft,3453.41
2017-09-18,Steam,8049.2
2017-02-19,OZON,3417.9
2016-10-06,Coinbase,-8249.62
2017-09-21,KFC,-5263.03
2018-01-18,Dodo Pizza,-5066.2
2019-07-11,Steam,-6385.14
2018-04-07,Stellar,9487.41
2016-05-23,Stellar,-3196.21
2017-08-20,Yves Rocher,-5347.38
2017-09-24,Local Kitchen,491.14
2016-06-21,Yandex.Money,-8512.25
2019-02-18,McDonald's,9140.31
2016-05-07,VK,2900.34
2016-04-09,Amazon,-3337.84
2017-01-13,Mindbox,-1652.43
2017-02-21,Dodo Pizza,-7722.68
2016-06-02,Starbucks,3433.3
2017-07-07,Dodo Pizza,-6012.85
2016-05-15,Yves Rocher,-519.91
2016-10-03,Burger King,-699.57
2017-07-28,Stellar,4876.78
2018-04-06,McDonald's,7269.24
2016-05-12,Perekrestok,-4793.45
2017-03-13,McDonald's,-7715.57
2017-01-06,Dodo Pizza,1514.45
2017-02-22,Friday's,-4307.12
2017-01-15,Yves Rocher,-5638.32
2019-06-13,Wildberries,-9974.72
2019-04-29,World of Warcraft,9961.57
2019-08-15,Yandex.Money,7101.49
2017-10-31,Friday's,5011.2
2016-12-01,Local Kitchen,1044.6
2016-10-11,Amazon,783.62
2017-02-19,Perekrestok,8516.22
2017-04-27,Burger King,-3938.46
2019-06-28,Starbucks,6474.71
2017-11-05,Friday's,4071.98
2019-03-04,Dodo Pizza,2631.41
2016-08-16,Burger King,-399.43
2019-04-15,Dodo Pizza,3565.83
2019-04-21,Burger King,-7713.29
2017-06-03,Stellar,-26.43
2017-10-25,Stellar,1875.54
2019-09-06,Burger King,-5784.39
2016-02-26,Starbucks,6201.89
2017-12-27,HSE,-3396.12
2018-11-09,OZON,5456.93
2017-02-01,Stellar,8960.75
2019-01-01,5ka,-4718.81
2017-07-26,Yandex.Money,3285.13
2018-05-08,QIWI,9052.93
2019-05-14,Wildberries,3276.57
2019-04-27,Amazon,-3124.74
2016-01-07,Perekrestok,-2678.23
2018-08-03,HSE,-794.73
2018-11-13,Dodo Pizza,-9702.67
2019-07-08,HSE,-4672.38
2016-02-26,5ka,5925.81
2019-08-11,Coinbase,-7447.6
2016-03-09,QIWI,3673.92
2017-05-19,World of Warcraft,6239.07
2019-08-14,Wildberries,-3747.82
2016-05-30,KFC,-5839.18
2016-04-30,Coinbase,7068.59
2019-03-23,Yandex.Money,-2301.41
2017-12-05,World of Warcraft,-8800.18
2016-09-07,Stellar,1097.9
2018-01-12,Yandex.Money,-4700.13
2017-04-14,Dr. Head,5496.82
2019-11-23,OZON,-6951.66
2017-02-08,Dr. Head,-6846.23
2016-12-31,Burger King,6708.82
2016-09-21,Papa John's,7467.01
2018-05-01,Google Play,2023.93
2017-07-21,McDonald's,-7704.88
2016-01-31,Steam,-1852.21
2016-07-04,Perekrestok,5922.62
2016-03-20,Stellar,-5546.93
2018-08-30,Dr. Head,1818.21
2017-04-30,Burger King,8272.17
2017-10-21,Dodo Pizza,4113.03
2018-05-08,Mindbox,-4185.66
2017-09-11,Coinbase,-293.44
2018-03-08,OZON,-2574.67
2019-10-28,Coinbase,-7382.53
2016-12-23,Wildberries,-4604.43
2016-12-18,World of Warcraft,-9961.79
2019-09-07,Stellar,-7161.14
2017-04-30,Steam,-2598.13
2017-05-17,Friday's,-1925.01
2017-02-04,Coinbase,9060.27
2016-03-20,Perekrestok,-7511.25
2019-06-19,Stellar,-9155.11
2018-08-31,Burger King,-4384.81
2019-06-14,KFC,6479.81
2017-01-12,Burger King,-2385.72
2019-10-23,Dodo Pizza,-5711.94
2016-08-13,Mindbox,1683.45
2017-04-29,OZON,2703.89
2016-04-24,Burger King,4504.09
2017-11-08,Yves Rocher,280.56
2016-12-06,Wildberries,-5153.67
2017-06-13,Google Play,-8447.1
2018-04-21,Perekrestok,9244.24
2019-07-26,Local Kitchen,-6383.1
2016-07-29,Dr. Head,6220.81
2016-06-20,Google Play,1222.85
2019-05-26,World of Warcraft,-7182.96
2016-11-21,Burger King,3900.36
2016-08-01,McDonald's,8600.78
2018-06-15,Local Kitchen,-5636.14
2017-03-24,Google Play,1213.09
2016-11-12,KFC,-531.24
2017-09-04,5ka,8248.11
2017-08-02,VK,-2868.79
2017-04-11,Yves Rocher,6820.17
2018-12-04,OZON,7603.67
2017-09-10,Perekrestok,-3095.76
2016-02-05,Google Play,646.66
2018-01-22,Friday's,-5757.33
2017-11-21,Perekrestok,-473.43
2016-03-04,QIWI,-5837.15
2017-08-01,OZON,-9621.85
2017-09-22,Dr. Head,2906.28
2019-12-04,Yves Rocher,2370.98
2016-12-12,Amazon,-3719.41
2019-04-08,Burger King,-8078.84
2018-01-31,Burger King,5126.51
2017-11-28,Dr. Head,5046.15
2018-10-08,World of Warcraft,8250.89
2018-03-06,McDonald's,-5220.44
2017-05-02,Mindbox,1200.38
2018-10-08,Perekrestok,-5628.39
2017-08-27,Google Play,7481.67
2017-08-26,Friday's,-1083.78
2019-06-30,Dr. Head,7251.85
2017-04-10,Wildberries,1318.49
2016-09-23,Perekrestok,7948.41
2018-07-07,Friday's,5928.22
2016-12-12,Local Kitchen,-9056.29
2018-04-06,HSE,8413.55
2018-03-27,KFC,9393.11
2017-08-10,Google Play,403.77
2017-09-07,Yandex.Money,-3811.59
2018-07-24,Mindbox,9276.05
2016-05-27,Dr. Head,7358.21
2016-08-13,Wildberries,-8794.76
2018-03-09,5ka,-5404.14
2018-02-02,Local Kitchen,-5139.97
2017-10-24,Coinbase,3639
2017-01-07,Google Play,-609.14
2016-07-04,Local Kitchen,-9215.18
2017-09-02,Perekrestok,4851.33
2018-08-14,VK,-5685.75
2017-04-22,Dr. Head,3333.73
2018-03-02,Starbucks,-5079.77
2017-09-17,OZON,9159.56
2019-01-12,Dodo Pizza,-9192.46
2016-08-01,VK,-8199.39
2017-07-17,World of Warcraft,-1592.09
2017-01-01,QIWI,6719.25
2018-04-16,Starbucks,-3785.48
2018-01-23,Yandex.Money,-45.23
2018-06-22,McDonald's,-7964.94
2018-10-08,Stellar,-8224.95
2018-05-18,Mindbox,-5384.59
2016-07-16,Coinbase,-4254.42
2016-07-10,Steam,-3900.25
2019-08-05,Local Kitchen,-8646.7
2018-02-16,World of Warcraft,195.79
2018-02-04,Burger King,9057.13
2019-07-06,World of Warcraft,-7707.36
2017-02-08,Google Play,-5413.72
2016-12-22,Steam,-3252.18
2016-05-30,Google Play,2007.33
2018-01-02,QIWI,-3930.8
2017-03-21,QIWI,-9579.3
2017-10-07,McDonald's,3667.83
2016-09-29,Google Play,5287.44
2018-08-05,McDonald's,-8227.6
2017-01-05,Starbucks,-9860.79
2018-01-28,Stellar,2639.08
2019-12-19,Amazon,5322.11
2019-10-14,OZON,2123.9
2018-08-17,Papa John's,-7344.98
2016-06-12,KFC,7522.44
2016-12-20,World of Warcraft,-5023.38
2019-09-01,Amazon,-1340.89
2016-03-26,Stellar,-8146.81
2019-05-27,Papa John's,-9177.33
2016-11-12,Mindbox,-9953.53
2018-08-01,Coinbase,-3048.44
2017-11-11,Yves Rocher,9015.85
2017-09-15,Steam,-6526.82
2016-06-27,Burger King,-5254.07
2019-04-27,Coinbase,4491.37
2019-12-10,Steam,4806.56
2018-06-23,Stellar,-4653.11
2017-01-23,Papa John's,3488.35
2016-08-27,VK,7282.8
2016-08-19,Amazon,-5841.78
2018-10-18,OZON,-209.66
2017-09-30,KFC,-1761.72
2016-01-03,Steam,-9196.88
2019-07-16,Papa John's,9727.95
2016-05-06,Yves Rocher,6162.22
2017-05-20,Steam,5624.96
2019-01-22,OZON,2291.63
2019-03-20,QIWI,-999.8
2017-12-21,Perekrestok,3792.13
2016-12-13,HSE,-1011.9
2019-08-19,Yves Rocher,-3731.72
2016-11-01,VK,-5918.19
2017-10-18,Wildberries,5450.23
2018-01-20,Burger King,-2799.29
2018-11-15,Friday's,-3666.1
2016-03-02,KFC,5088.32
2019-11-13,Dr. Head,-1440.23
2019-08-11,Google Play,-1241.58
2018-09-14,Papa John's,-7630.38
2016-09-20,QIWI,5122.51
2016-05-29,5ka,3868.04
2017-12-24,McDonald's,-2841.1
2018-10-20,Perekrestok,9835.77
2016-05-01,Friday's,4681.38
2017-05-07,Burger King,-4358.21
2016-03-15,Local Kitchen,-1522.94
2018-01-12,Yandex.Money,-9688.55
2016-10-18,VK,-9409.31
2018-01-15,KFC,-8985.34
2018-04-17,Stellar,7476.39
2016-03-25,Mindbox,194.59
2018-12-19,Perekrestok,9943.35
2019-05-24,Stellar,-3874.78
2018-12-28,Papa John's,-2026.18
2018-09-27,Stellar,-7123.39
2017-07-16,McDonald's,-6601.1
2017-05-23,Wildberries,-6454.94
2017-05-12,Starbucks,8472.53
2018-04-14,OZON,-7541.15
2016-11-06,VK,4767.65
2016-06-08,OZON,2607.64
2017-06-02,VK,2222.12
2018-11-16,Perekrestok,1351.13
2017-03-05,Friday's,-5460.5
2019-06-22,Local Kitchen,-7471.11
2019-03-03,McDonald's,-9253.62
2016-03-02,World of Warcraft,-2340.1
2016-01-24,HSE,7512.83
2019-01-01,Perekrestok,-7478.63
2019-07-20,Yandex.Money,5534.1
2017-08-02,Papa John's,1439.4
2016-09-01,QIWI,3789.21
2016-01-28,Starbucks,7889.85
2018-06-27,Google Play,-1095.44
2016-08-03,Yves Rocher,-2299.08
2019-12-30,Wildberries,-2868.96
2018-04-26,Local Kitchen,3866.35
2018-10-24,McDonald's,9442.7
2018-12-22,Dr. Head,7172.95
2019-06-12,Wildberries,-7075
2019-12-12,OZON,8459.37
2018-08-18,KFC,4397.22
2018-12-03,Wildberries,-2181.28
2018-03-25,HSE,9547.56
2019-10-20,Papa John's,-3991.87
2018-11-15,Dodo Pizza,5083.11
2017-03-11,Yves Rocher,4509.06
2017-03-23,World of Warcraft,5005.71
2019-04-09,Google Play,3981.9
2016-09-11,Perekrestok,-9453.94
2018-02-12,Google Play,-3744.63
2017-03-24,Burger King,5645.83
2019-11-15,World of Warcraft,-7333.12
2018-06-23,Google Play,-1819.7
2017-03-09,Yves Rocher,8782.03
2016-10-19,Local Kitchen,1608.44
2018-11-14,Stellar,6802.47
2018-02-24,Papa John's,552.03
2019-04-06,Starbucks,-2219.9
2016-03-22,Google Play,-6867.6
2016-02-04,OZON,-7609.56
2017-02-22,McDonald's,-9776.47
2018-08-11,Amazon,9064.42
2019-12-29,VK,3318.42
2019-08-08,Burger King,-2920.25
2018-08-29,HSE,1541.16
2017-06-25,Perekrestok,-2530.88
2018-01-30,Amazon,2285.18
2017-02-02,World of Warcraft,-4724.36
2018-10-14,OZON,-1132.88
2018-10-24,Wildberries,8032.3
2017-05-05,Starbucks,4501.2
2018-08-20,Mindbox,-7195.81
2016-05-20,5ka,-2607.23
2019-10-02,KFC,-8541.53
2016-04-05,OZON,-4622.89
2016-01-29,Coinbase,-676.79
2016-11-23,Google Play,943.75
2019-03-01,OZON,-7709.7
2016-04-13,Stellar,5452.12
2017-06-14,Wildberries,9588.8
2016-06-30,5ka,825.22
2019-12-01,World of Warcraft,2644.35
2017-10-21,VK,-603.35
2016-02-03,Stellar,-4127.85
2017-07-12,Dodo Pizza,-5267.35
2017-04-07,Yves Rocher,5015.73
2016-05-28,Dodo Pizza,2180.28
2017-03-17,Burger King,9854.58
2018-04-08,Mindbox,8756.93
2016-02-08,Friday's,4595.07
2016-09-26,Burger King,-86.25
2017-07-21,Yves Rocher,-1058.67
2017-03-15,Stellar,-589.68
2018-04-13,World of Warcraft,6547.85
2017-09-14,Local Kitchen,3176.21
2016-09-18,Local Kitchen,-9077.08
2019-07-22,5ka,3128.85
2016-02-11,Burger King,488.07
2019-06-17,OZON,-5063.91
2019-10-03,Perekrestok,7043.04
2017-11-21,KFC,3961.86
2016-12-22,Starbucks,3448.43
2016-05-09,Burger King,-2636.13
2017-05-31,Dodo Pizza,5742.17
2018-05-19,Dr. Head,-3183.08
2018-02-20,HSE,-7885.44
2018-12-11,Starbucks,9370.65
2016-01-09,Stellar,-9333.38
2019-04-21,World of Warcraft,-9640.5
2017-04-07,Yves Rocher,5689.08
2016-01-06,World of Warcraft,-9890
2019-09-09,Starbucks,-2114.82
2018-01-29,5ka,-258.02
2019-01-24,5ka,-2125.44
2017-01-21,Papa John's,118.19
2019-07-01,Google Play,3307.17
2017-06-27,Stellar,-4245.62
2017-08-16,McDonald's,-9617.43
2018-02-07,Starbucks,-1800.65
2017-11-06,Amazon,-7089.86
2019-06-01,KFC,-8976.4
2016-01-07,Perekrestok,-9545.2
2019-03-01,Stellar,8114.36
2018-09-11,Dodo Pizza,7530.01
2019-08-17,Burger King,-7700.98
2019-05-23,Burger King,2276.96
2019-05-11,Wildberries,9859.86
2017-02-04,Stellar,-4439.24
2019-09-05,VK,3550.64
2016-10-28,World of Warcraft,-8591.16
2016-06-19,World of Warcraft,-8322.78
2017-09-30,Friday's,-6166.99
2016-05-22,McDonald's,-2026.67
2016-03-11,Perekrestok,9268.75
2018-11-30,OZON,5499.55
2016-02-13,Amazon,-814.65
2018-09-02,Perekrestok,-5849.49
2017-07-05,Google Play,5274.55
2016-04-17,McDonald's,-2802.02
2018-02-04,Coinbase,-4639.58
2018-02-11,McDonald's,8887.24
2019-11-24,Dr. Head,-9847.48
2018-03-11,McDonald's,-8423.83
2019-05-09,McDonald's,-8978.99
2016-05-23,Stellar,-9500.4
2019-06-09,Google Play,1761.24
2019-03-10,Papa John's,1301.93
2016-02-12,Google Play,-5721.36
2017-06-13,Dr. Head,-3281.59
2017-08-29,Papa John's,-8804.06
2016-07-16,Starbucks,2673.66
2016-02-21,Wildberries,-2137.75
2018-01-01,Perekrestok,-4765.24
2016-03-27,World of Warcraft,1901.99
2018-11-16,Steam,-7227.43
2018-05-30,Google Play,-2966.72
2017-11-18,Stellar,8147.47
2018-07-27,Dr. Head,9720.58
2017-08-15,KFC,1597.43
2016-05-02,Amazon,-9950.1
2016-08-05,KFC,6866.2
2019-08-28,Google Play,-9441.93
2018-05-27,KFC,-8179.11
2019-07-19,Yves Rocher,-602.95
2017-08-04,QIWI,6694.45
2018-03-28,Google Play,-5784.41
2018-10-08,Amazon,9861.77
2017-06-19,Wildberries,6447.86
2016-02-07,Starbucks,9852.97
2016-12-03,Burger King,-5823.04
2016-12-28,HSE,-5524.94
2018-07-02,5ka,-9585.1
2019-05-28,OZON,6519.63
2018-12-31,Dodo Pizza,4131.24
2016-06-12,Google Play,305.15
2018-12-30,Dr. Head,-3984.12
2016-01-15,Perekrestok,5091.88
2016-10-26,Steam,3471.57
2019-01-05,Burger King,-666.88
2017-10-24,Burger King,-7711.45
2016-10-07,VK,5362.96
2018-11-13,Steam,-7891.36
2017-03-23,Dr. Head,-2742.24
2018-02-13,Dodo Pizza,-2894.75
2017-08-03,Starbucks,6216.38
2017-08-31,Friday's,2926.38
2016-10-20,Mindbox,-7307.54
2018-11-13,Steam,-4055.69
2017-12-11,Steam,8752.03
2019-09-30,Dr. Head,8856.27
2016-12-18,Burger King,-7089.42
2016-08-15,Yandex.Money,5887.35
2019-07-07,Mindbox,5057
2017-11-21,QIWI,897.71
2016-04-22,Wildberries,-2536.05
2016-01-31,VK,-8907.21
2017-12-16,OZON,-639.66
2019-12-07,5ka,5262.01
2017-04-30,Friday's,8383.54
2019-11-27,Google Play,4012.96
2017-06-21,VK,-6174.26
2019-02-05,Yves Rocher,-853.08
